Date,GS,JPM,MSFT
2024-09-24,483.11114501953125,203.97303771972656,424.2080383300781
2024-09-25,476.4371337890625,202.62344360351562,427.114013671875
2024-09-26,482.0440979003906,202.2281951904297,426.3232421875
2024-09-27,483.58648681640625,202.92227172851562,423.0713195800781
2024-09-30,480.28826904296875,203.26930236816406,425.324951171875
2024-10-01,475.4961853027344,199.5868377685547,415.8260803222656
2024-10-02,477.26165771484375,199.8278350830078,412.30718994140625
2024-10-03,471.5480651855469,197.8419952392578,411.7239990234375
2024-10-04,480.3367919921875,204.8641357421875,411.2495422363281
2024-10-07,479.81292724609375,204.5828399658203,404.8049621582031
2024-10-08,481.7045593261719,204.40826416015625,409.9151306152344
2024-10-09,490.05682373046875,206.9979248046875,412.63336181640625
2024-10-10,488.6405029296875,206.43536376953125,411.03216552734375
2024-10-11,500.8438720703125,215.6009979248047,411.5065612792969
2024-10-14,507.100830078125,214.8153839111328,414.2939453125
2024-10-15,506.7419128417969,215.697998046875,413.8985595703125
2024-10-16,513.9979248046875,216.910400390625,411.3088684082031
2024-10-17,513.163818359375,217.6669158935547,411.9019470214844
2024-10-18,512.6786499023438,218.5883331298828,413.3253173828125
2024-10-21,502.29901123046875,216.28964233398438,413.9381408691406
2024-10-22,502.7840881347656,217.3759307861328,422.5672302246094
2024-10-23,501.7170715332031,216.68731689453125,419.69085693359375
2024-10-24,508.7984619140625,218.21005249023438,419.8193359375
2024-10-25,497.25469970703125,215.6204071044922,423.1997985839844
2024-10-28,507.9060363769531,218.71441650390625,421.6578063964844
2024-10-29,508.5850524902344,216.19265747070312,426.955810546875
2024-10-30,508.7015075683594,217.65721130371094,427.5291748046875
2024-10-31,502.2893371582031,215.24215698242188,401.6518249511719
2024-11-01,503.8026123046875,216.23146057128906,405.6253967285156
2024-11-04,496.1585388183594,213.16653442382812,403.7374572753906
2024-11-05,511.18487548828125,214.82510375976562,406.7027282714844
2024-11-06,578.1386108398438,239.6256561279297,415.32196044921875
2024-11-07,564.7420654296875,229.26705932617188,420.51123046875
2024-11-08,571.6197509765625,229.84898376464844,417.6546936035156
2024-11-11,584.3082275390625,232.08946228027344,413.1770935058594
2024-11-12,574.85009765625,232.351318359375,418.1390075683594
2024-11-13,576.43115234375,233.90318298339844,420.2839050292969
2024-11-14,570.9893188476562,234.59181213378906,421.9543762207031
2024-11-15,575.7715454101562,237.9282989501953,410.2018127441406
2024-11-18,570.3878173828125,237.65673828125,410.9530944824219
2024-11-19,563.9756469726562,235.77511596679688,412.9595642089844
2024-11-20,564.5092163085938,233.5346221923828,410.6861572265625
2024-11-21,578.2647094726562,237.3948516845703,408.913330078125
2024-11-22,584.7350463867188,241.07081604003906,413.00372314453125
2024-11-25,584.9775390625,242.75845336914062,414.7765808105469
2024-11-26,587.3735961914062,242.4480743408203,423.8883972167969
2024-11-27,587.3057250976562,242.27349853515625,418.9363098144531
2024-11-29,590.3516845703125,242.20559692382812,419.40179443359375
2024-12-02,586.5887451171875,238.8400421142578,426.8497619628906
2024-12-03,586.9494018554688,237.4530792236328,427.067626953125
2024-12-04,583.6641235351562,236.07577514648438,433.22802734375
2024-12-05,581.8021240234375,238.0931854248047,438.3782043457031
2024-12-06,584.6097412109375,239.9166259765625,439.319091796875
2024-12-09,579.189453125,236.4734649658203,441.74566650390625
2024-12-10,570.3280029296875,235.5520477294922,439.0813903808594
2024-12-11,577.6686401367188,236.20187377929688,444.6871643066406
2024-12-12,576.7424926757812,234.26205444335938,445.2516784667969
2024-12-13,570.7665405273438,232.71990966796875,442.983642578125
2024-12-16,571.5952758789062,232.3707275390625,447.2622375488281
2024-12-17,560.238037109375,231.1874542236328,450.104736328125
2024-12-18,536.421875,223.43785095214844,433.1983337402344
2024-12-19,540.0679321289062,225.949951171875,432.8417663574219
2024-12-20,551.87353515625,230.45033264160156,432.4158935546875
2024-12-23,556.43603515625,231.21656799316406,431.0788879394531
2024-12-24,568.1441650390625,235.0186004638672,435.1197509765625
